comment_id,parent_comment_id,create_time,video_id,content,user_id,nickname,avatar,sub_comment_count,last_modify_ts,ip_location
2.31E+11,0,1720919343,1156200565,不管是不是民主党做的，作为对家，这下不是你做的也是你做的了[doge]而且特朗普没死还在中枪后表现的非常有力，和拜登形成鲜明对比[doge],364102182,逸天神龙,https://i0.hdslb.com/bfs/face/eb42da698228c165a36831587f9283921796fa27.jpg,0,1.74E+12,重庆
2.31E+11,0,1720961536,1156200565,美国历史的教材里必须要有特朗普遇袭的考点。,390023443,机械火箭,http://i1.hdslb.com/bfs/face/a01e55a254911b9da3d6d08bb822b344a9f34654.jpg,1,1.74E+12,安徽
2.31E+11,0,1720951740,1156200565,"特朗普：
🙌没有人
👐比我
👌更懂
☝️躲子弹",24165060,我不是夏桐,https://i0.hdslb.com/bfs/face/3814229fdcfc3f88315f407db41025454dfef52d.jpg,1,1.74E+12,广东
2.31E+11,0,1720939665,1156200565,所以还是得跟山上彻也一样用霰弹枪，误差才不会太大[doge],1922171734,恩师曹孟德,https://i0.hdslb.com/bfs/face/member/noface.jpg,5,1.74E+12,广东
2.31E+11,0,1720922870,1156200565,哈哈，不管真假，这都是张好牌，看拜登那边有啥牌了[吃瓜],399743175,黄昏祭物,https://i0.hdslb.com/bfs/face/e3e92552968b2f8ec90eca64b77343d2a803823a.jpg,2,1.74E+12,江苏
2.31E+11,0,1720960876,1156200565,AR-15：我给你们选了一个坚刚不可夺其志的主子[脱单doge],405615230,猫爵士恋爱物语,https://i2.hdslb.com/bfs/face/b677c8f1e9daac1a143e4c263804ba311c6919f6.jpg,0,1.74E+12,浙江
2.31E+11,0,1720921902,1156200565,24年真是过瘾啊 隔几天就一件大事隔几天就见证一次历史,8395879,夜来沧海寒,https://i1.hdslb.com/bfs/face/65589cbf7a0a16414f7c00aca6e681e25b221dfb.jpg,0,1.74E+12,四川
2.31E+11,0,1720919420,1156200565,热度最高的一集，刷新一下播放量涨0.1w,21045488,冷冬233,https://i2.hdslb.com/bfs/face/800704149c8edb91c367b0effd17958d37d3bd81.jpg,0,1.74E+12,山东
2.31E+11,0,1720971044,1156200565,一知道就等着你视频呢，我怎么现在才看到，AB给你限流了？相关推荐也没有你,212480915,道之双极也,https://i2.hdslb.com/bfs/face/a437439568e52f0d40f652361cc9d0d5a9bb78dc.jpg,3,1.74E+12,安徽
2.31E+11,0,1720920937,1156200565,第一枪已经很准了，谁也没想到特朗普能在那一刻晃一下头，他自己看回放都得一身冷汗吧。,105029799,羽_兰,http://i0.hdslb.com/bfs/face/09e008843628f6b12b52a2dedc6a3cb403e535b3.jpg,0,1.74E+12,吉林
2.32E+11,0,1721033290,1156200565,如果懂王演讲的时候没有摇头晃脑，说不定就要见证历史了[思考],1526904440,JinXandVi,https://i2.hdslb.com/bfs/face/26b777d36a50d3607297918b891403624ba2ecb9.jpg,0,1.74E+12,美国
2.32E+11,0,1721033274,1156200565,川宝流量还是大啊[歪嘴]，这个视频才一天就成为圆脸最高播放数。（广告那一期除外）,10846180,霸道总裁洋葱君,http://i2.hdslb.com/bfs/face/845e75f26e870138086398aaa4506354086879b7.jpg,0,1.74E+12,山东
2.32E+11,0,1721032390,1156200565,正常选举懂王肯定稳得不能再稳了，这都肉身成圣了，反对他的人只能通过物理消灭的方式才能扭转局面了，现在的问题是还有3个月才选，现在响了第一枪，就肯定还有第二枪第三枪，或者爆炸毒杀什么的，因为懂王上台是真的有一批人是要走上绝路的，所以未来这3个月还有好戏看,583508,阳炎八番雪风号,http://i2.hdslb.com/bfs/face/fc6954d0a1ea46f5ff5b559cfb240b5c4828c439.jpg,2,1.74E+12,河南
2.32E+11,0,1721023099,1156200565,美国红脖子是淳朴的，八发子弹下逢凶化吉，只有四个字能解释“上帝保佑”，上帝都帮他了，选民哪有不帮他的道理。,15165693,天真的咕咕,http://i0.hdslb.com/bfs/face/member/noface.jpg,0,1.74E+12,广东
